ID,Reel,Name,File Name,Track,Timecode In,Timecode Out,Duration,Source Start,Source End,Audio Channels,Comment
"71","BMGPM_MDM0180_022_PIANO_INDIGO_(KEY_OF_G)___BARWICK.WAV","BMGPM_MDM0180_022_PIANO_INDIGO_(KEY_OF_G)___BARWICK.WAV","BMGPM_MDM0180_022_PIANO_INDIGO_(KEY_OF_G)___BARWICK.WAV","A10","00:13:24:09","00:14:24:00","00:00:59:16","00:00:00:00","00:00:59:16","*EFF2_IO_CHANNEL_COMBINER",""
"72","BMGPM_PNBT1200_051_BEYOND_IMAGINATION_30_SEC_CUT_-_ALT_STACCATO_ONLY__HARMA.WAV","BMGPM_PNBT1200_051_BEYOND_IMAGINATION_30_SEC_CUT_-_ALT_STACCATO_ONLY__HARMA.WAV","BMGPM_PNBT1200_051_BEYOND_IMAGINATION_30_SEC_CUT_-_ALT_STACCATO_ONLY__HARMA.WAV","A9","00:15:12:05","00:15:26:16","00:00:14:11","01:12:17:15","01:12:32:01","*EFF2_IO_CHANNEL_COMBINER",""
"73","BMGPM_PNBT1200_051_BEYOND_IMAGINATION_30_SEC_CUT_-_ALT_STACCATO_ONLY__HARMA.WAV","BMGPM_PNBT1200_051_BEYOND_IMAGINATION_30_SEC_CUT_-_ALT_STACCATO_ONLY__HARMA.WAV","BMGPM_PNBT1200_051_BEYOND_IMAGINATION_30_SEC_CUT_-_ALT_STACCATO_ONLY__HARMA.WAV","A9","00:15:26:16","00:15:43:05","00:00:16:14","01:12:32:01","01:12:48:15","*EFF2_IO_CHANNEL_COMBINER",""
"74","BMGPM_PNBP040_003_A_NEW_BEGINNING_ALT._STRINGS_ONLY__MAC_NYSSEN.WAV","BMGPM_PNBP040_003_A_NEW_BEGINNING_ALT._STRINGS_ONLY__MAC_NYSSEN.WAV","BMGPM_PNBP040_003_A_NEW_BEGINNING_ALT._STRINGS_ONLY__MAC_NYSSEN.WAV","A9","00:16:48:06","00:17:01:18","00:00:13:12","01:08:25:06","01:08:38:18","*EFF2_IO_CHANNEL_COMBINER",""
"75","BMGPM_PNBP040_003_A_NEW_BEGINNING_ALT._STRINGS_ONLY__MAC_NYSSEN.WAV","BMGPM_PNBP040_003_A_NEW_BEGINNING_ALT._STRINGS_ONLY__MAC_NYSSEN.WAV","BMGPM_PNBP040_003_A_NEW_BEGINNING_ALT._STRINGS_ONLY__MAC_NYSSEN.WAV","A9","00:17:01:18","00:17:50:06","00:00:48:13","01:08:38:18","01:09:27:06","*EFF2_IO_CHANNEL_COMBINER",""
"76","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","A10","00:17:46:18","00:17:55:12","00:00:08:19","00:00:00:00","00:00:08:19","*EFF2_IO_CHANNEL_COMBINER",""
"77","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","A10","00:17:55:12","00:17:57:02","00:00:01:15","00:00:08:19","00:00:10:09","*BLEND,-IO-DISSOLVE","TO CLIP NAME:  BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV"
"78","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","A10","00:17:57:02","00:18:05:22","00:00:08:20","00:00:10:09","00:00:19:04","*EFF2_IO_CHANNEL_COMBINER",""
"79","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","A10","00:18:05:22","00:19:00:11","00:00:54:14","00:00:19:04","00:01:13:18","*EFF2_IO_CHANNEL_COMBINER",""
"80","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","BMGPM_CEZ4525_002_HOPE_FOR_A_NEW_ERA___VERSNAEYEN.WAV","A9","00:19:00:10","00:19:05:24","00:00:05:14","00:03:09:18","00:03:15:07","*EFF2_IO_CHANNEL_COMBINER",""
