ID,Reel,Name,File Name,Track,Timecode In,Timecode Out,Duration,Source Start,Source End,Audio Channels,Comment
"113","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:11:14","00:05:11:17","00:00:00:03","10:09:59:03","10:09:59:06","","IMAGE, FRAMEFLEX"
"114","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:11:17","00:05:11:20","00:00:00:03","10:10:16:18","10:10:16:21","","IMAGE, FRAMEFLEX"
"115","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:11:20","00:05:11:23","00:00:00:03","10:10:35:00","10:10:35:03","","IMAGE, FRAMEFLEX"
"116","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:11:23","00:05:12:01","00:00:00:03","10:10:55:04","10:10:55:07","","IMAGE, FRAMEFLEX"
"117","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:12:01","00:05:12:04","00:00:00:03","10:11:22:19","10:11:22:22","","IMAGE, FRAMEFLEX"
"118","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:12:04","00:05:12:07","00:00:00:03","10:11:39:11","10:11:39:14","","IMAGE, FRAMEFLEX"
"119","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:12:07","00:05:12:10","00:00:00:03","10:11:56:01","10:11:56:04","","IMAGE, FRAMEFLEX"
"120","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:12:10","00:05:12:13","00:00:00:03","10:12:19:16","10:12:19:19","","IMAGE, FRAMEFLEX"
"121","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:12:13","00:05:12:16","00:00:00:03","10:12:41:18","10:12:41:21","","IMAGE, FRAMEFLEX"
"122","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:12:16","00:05:12:19","00:00:00:03","10:13:01:21","10:13:01:24","","IMAGE, FRAMEFLEX"
"123","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:12:19","00:05:12:22","00:00:00:03","10:13:24:04","10:13:24:07","","IMAGE, FRAMEFLEX"
"124","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:12:22","00:05:13:01","00:00:00:04","10:13:46:08","10:13:46:12","","IMAGE, FRAMEFLEX"
"125","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:13:01","00:05:13:04","00:00:00:03","10:13:59:09","10:13:59:12","","IMAGE, FRAMEFLEX"
"126","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:13:04","00:05:13:07","00:00:00:03","10:14:17:17","10:14:17:20","","IMAGE, FRAMEFLEX"
"127","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:13:07","00:05:13:10","00:00:00:03","10:14:37:03","10:14:37:06","","IMAGE, FRAMEFLEX"
"128","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:13:10","00:05:13:13","00:00:00:03","10:14:47:08","10:14:47:11","","IMAGE, FRAMEFLEX"
"129","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:13:13","00:05:13:16","00:00:00:03","10:15:02:19","10:15:02:22","","IMAGE, FRAMEFLEX"
"130","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:13:16","00:05:14:08","00:00:00:17","10:15:26:21","10:15:27:13","","IMAGE, FRAMEFLEX"
"131","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:14:08","00:05:16:13","00:00:02:05","10:15:45:07","10:15:47:12","","IMAGE, FRAMEFLEX"
"132","UNNAMED","599_4674.MXF.SYNC.01","","V1","00:05:16:13","00:05:21:07","00:00:04:19","19:49:28:12","19:49:33:06","","IMAGE, FRAMEFLEX"
"133","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:21:07","00:05:23:02","00:00:01:20","10:16:34:09","10:16:42:08","","IMAGE, FRAMEFLEX"
"134","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:23:02","00:05:24:21","00:00:01:19","10:17:02:16","10:17:07:19","","IMAGE, FRAMEFLEX"
"135","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:24:21","00:05:26:11","00:00:01:15","10:02:02:05","10:02:08:12","","IMAGE, FRAMEFLEX"
"136","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:26:11","00:05:27:16","00:00:01:05","10:02:35:04","10:02:42:17","","IMAGE, FRAMEFLEX"
"137","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:27:16","00:05:28:02","00:00:00:11","10:02:50:09","10:02:53:07","","IMAGE, FRAMEFLEX"
"138","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:28:02","00:05:28:15","00:00:00:13","10:03:01:12","10:03:04:09","","IMAGE, FRAMEFLEX"
"139","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:28:15","00:05:30:23","00:00:02:08","10:03:09:03","10:03:15:08","","IMAGE, FRAMEFLEXIMAGE, SUBMASTER"
"140","UNNAMED","599_4677.MXF.SYNC.01","","V1","00:05:30:23","00:05:37:00","00:00:06:02","20:03:05:06","20:03:11:08","","IMAGE, FRAMEFLEX"
"141","UNNAMED","599_4677.MXF.SYNC.01","","V1","00:05:37:00","00:05:41:10","00:00:04:10","20:03:19:06","20:03:23:16","","IMAGE, FRAMEFLEX"
"142","UNNAMED","599_4677.MXF.SYNC.01","","V1","00:05:41:10","00:05:44:02","00:00:02:17","20:03:26:02","20:03:28:19","","IMAGE, FRAMEFLEX"
"143","UNNAMED","599_4677.MXF.SYNC.01","","V1","00:05:44:02","00:05:51:17","00:00:07:15","20:03:38:14","20:03:46:04","","IMAGE, FRAMEFLEX"
"144","UNNAMED","599_4677.MXF.SYNC.01","","V1","00:05:51:17","00:05:56:01","00:00:04:09","20:03:47:02","20:03:51:11","","IMAGE, FRAMEFLEX"
"145","UNNAMED","C6920.MP4.SYNC.01","","V1","00:05:56:01","00:06:03:05","00:00:07:04","10:04:12:06","10:04:19:10","","IMAGE, FRAMEFLEX"
"146","UNNAMED","599_4678.MXF.SYNC.01","","V1","00:06:03:05","00:06:05:14","00:00:02:09","20:11:18:20","20:11:21:04","","IMAGE, FRAMEFLEX"
"147","UNNAMED","C6920.MP4.SYNC.01","","V1","00:06:05:14","00:06:12:11","00:00:06:22","10:04:20:08","10:04:27:05","","IMAGE, FRAMEFLEX"
"148","UNNAMED","599_4677.MXF.SYNC.01","","V1","00:06:12:11","00:06:15:17","00:00:03:06","20:05:17:01","20:05:20:07","","IMAGE, FRAMEFLEX"
"149","UNNAMED","C6920.MP4.SYNC.01","","V1","00:06:15:17","00:06:22:10","00:00:06:18","10:04:28:02","10:04:34:20","","IMAGE, FRAMEFLEX"
"150","UNNAMED","599_4677.MXF.SYNC.01","","V1","00:06:22:10","00:06:28:08","00:00:05:23","20:07:32:17","20:07:38:15","","IMAGE, FRAMEFLEX"
"151","UNNAMED","C6920.MP4.SYNC.01","","V1","00:06:28:08","00:06:41:05","00:00:12:22","10:18:11:08","10:22:38:22","","IMAGE, FRAMEFLEX"
"152","UNNAMED","599_4681.MXF","599_4681.MXF","V1","00:06:41:05","00:06:50:24","00:00:09:19","21:14:48:00","21:14:57:19","","AVX2 EFFECT, 3DWARP"
"153","UNNAMED","599_4677.MXF.SYNC.01","","V1","00:06:50:24","00:06:57:22","00:00:06:23","20:06:03:05","20:06:10:03","","IMAGE, FRAMEFLEX"
"154","UNNAMED","599_4677.MXF.SYNC.01","","V1","00:06:57:22","00:06:59:06","00:00:01:09","20:06:27:19","20:06:29:03","","IMAGE, FRAMEFLEX"
"155","UNNAMED","599_4677.MXF.SYNC.01","","V1","00:06:59:06","00:07:14:24","00:00:15:18","20:07:07:07","20:07:23:00","","IMAGE, FRAMEFLEX"
"156","UNNAMED","599_4677.MXF.SYNC.01","","V1","00:07:14:24","00:07:18:08","00:00:03:09","20:07:29:00","20:07:32:09","","IMAGE, FRAMEFLEX"
"157","UNNAMED","599_4674.MXF.SYNC.01","","V1","00:07:18:08","00:07:20:06","00:00:01:23","19:50:02:18","19:50:04:16","","IMAGE, FRAMEFLEX"
"158","UNNAMED","599_4674.MXF.SYNC.01","","V1","00:07:20:06","00:07:20:20","00:00:00:14","19:50:04:16","19:50:05:05","","IMAGE, FRAMEFLEX"
"159","UNNAMED","599_4674.MXF.SYNC.01","","V1","00:07:20:20","00:07:21:11","00:00:00:16","19:50:05:05","19:50:05:21","","IMAGE, FRAMEFLEX"
"160","UNNAMED","TL_REINIER_DE BELASTINGDIENST DEEL 1 DE HEFFERS_VPRO-LOWRES.MP4","TL_REINIER_DE BELASTINGDIENST DEEL 1 DE HEFFERS_VPRO-LOWRES.MP4","V1","00:07:21:11","00:07:27:05","00:00:05:19","00:49:48:23","00:50:03:04","",""
"161","UNNAMED","TL_REINIER_DE BELASTINGDIENST DEEL 1 DE HEFFERS_VPRO-LOWRES.MP4","TL_REINIER_DE BELASTINGDIENST DEEL 1 DE HEFFERS_VPRO-LOWRES.MP4","V1","00:07:27:05","00:07:30:09","00:00:03:04","00:50:18:14","00:50:21:18","",""
"162","UNNAMED","C6915.MP4.SYNC.02","","V1","00:07:30:09","00:07:31:17","00:00:01:08","09:14:47:19","09:14:49:02","","IMAGE, FRAMEFLEX"
"163","UNNAMED","C6915.MP4.SYNC.02","","V1","00:07:31:17","00:07:39:09","00:00:07:17","09:14:50:10","09:14:58:02","","IMAGE, FRAMEFLEX"
"164","UNNAMED","C6915.MP4.SYNC.02","","V1","00:07:39:09","00:08:03:14","00:00:24:05","09:18:25:23","09:18:50:03","","IMAGE, FRAMEFLEX"
"165","UNNAMED","C6915.MP4.SYNC.02","","V1","00:08:03:14","00:08:06:23","00:00:03:09","09:19:07:17","09:19:11:01","","IMAGE, FRAMEFLEX"
"166","UNNAMED","ZUIDAS_PLANETFINANCE_2020_05_11_SHOTS_SELECTIE_(INCL. LAATSTE DRONE SHOT VAN RIK).M4V","ZUIDAS_PLANETFINANCE_2020_05_11_SHOTS_SELECTIE_(INCL. LAATSTE DRONE SHOT VAN RIK).M4V","V1","00:08:06:23","00:08:09:24","00:00:03:01","00:03:45:00","00:03:48:01","",""
"167","UNNAMED","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","V1","00:08:09:24","00:08:12:05","00:00:02:06","00:05:00:06","00:05:02:12","",""
"168","UNNAMED","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","V1","00:08:12:05","00:08:15:18","00:00:03:13","00:13:11:21","00:13:15:09","",""
"169","UNNAMED","TL_REINIER_ZUIDAS_JAN DE BELASTINGMAN-LOWRES.MP4","TL_REINIER_ZUIDAS_JAN DE BELASTINGMAN-LOWRES.MP4","V1","00:08:15:18","00:08:18:20","00:00:03:02","00:00:13:13","00:00:16:15","",""
"170","UNNAMED","TL_REINIER_ZUIDAS_JAN DE BELASTINGMAN-LOWRES.MP4","TL_REINIER_ZUIDAS_JAN DE BELASTINGMAN-LOWRES.MP4","V1","00:08:18:20","00:08:20:09","00:00:01:14","00:00:11:20","00:00:13:09","",""
"171","UNNAMED","TL_REINIER_ZUIDAS_JAN DE BELASTINGMAN-LOWRES.MP4","TL_REINIER_ZUIDAS_JAN DE BELASTINGMAN-LOWRES.MP4","V1","00:08:20:09","00:08:21:20","00:00:01:11","00:00:07:00","00:00:08:11","",""
"172","UNNAMED","599_4662.MXF.SYNC.01","","V1","00:08:21:20","00:08:31:18","00:00:09:23","16:35:03:20","16:35:13:18","","IMAGE, FRAMEFLEX"
"173","UNNAMED","599_4662.MXF.SYNC.01","","V1","00:08:31:18","00:08:40:03","00:00:08:10","16:33:43:23","16:33:52:08","","IMAGE, FRAMEFLEX"
"174","UNNAMED","599_4662.MXF.SYNC.01","","V1","00:08:40:03","00:08:44:05","00:00:04:02","16:34:07:11","16:34:11:13","","IMAGE, FRAMEFLEX"
"175","UNNAMED","599_4662.MXF.SYNC.01","","V1","00:08:44:05","00:09:03:23","00:00:19:18","16:34:13:12","16:34:33:05","","IMAGE, FRAMEFLEX"
"176","UNNAMED","C6914.MP4.SYNC.01","","V1","00:09:03:23","00:09:29:10","00:00:25:12","08:10:13:21","08:10:39:08","","IMAGE, FRAMEFLEX"
"177","UNNAMED","C6914.MP4.SYNC.01","","V1","00:09:29:10","00:09:50:12","00:00:21:02","08:58:01:07","08:58:22:09","","IMAGE, FRAMEFLEX"
"178","UNNAMED","C6914.MP4.SYNC.01","","V1","00:09:50:12","00:10:05:12","00:00:15:00","08:58:29:00","08:58:44:00","","IMAGE, FRAMEFLEX"
"179","UNNAMED","TL_REINIER_PRINSJESDAG_2018_NOS-GNC30005VYI_0_263520.MXF","TL_REINIER_PRINSJESDAG_2018_NOS-GNC30005VYI_0_263520.MXF","V1","00:10:05:12","00:10:07:05","00:00:01:18","00:01:48:16","00:01:50:09","",""
"180","UNNAMED","TL_REINIER_PRINSJESDAG_2018_NOS-GNC30005VYI_0_263520.MXF","TL_REINIER_PRINSJESDAG_2018_NOS-GNC30005VYI_0_263520.MXF","V1","00:10:07:05","00:10:09:07","00:00:02:02","00:02:12:07","00:02:14:09","",""
"181","UNNAMED","TL_REINIER_PRINSJESDAG_2018_NOS-GNC30005VYI_0_263520.MXF","TL_REINIER_PRINSJESDAG_2018_NOS-GNC30005VYI_0_263520.MXF","V1","00:10:09:07","00:10:10:11","00:00:01:04","00:02:35:09","00:02:36:13","",""
"182","UNNAMED","TL_REINER_PRINSJESDAG_16-09-2014-WON01306979.MXF","TL_REINER_PRINSJESDAG_16-09-2014-WON01306979.MXF","V1","00:10:10:11","00:10:14:10","00:00:03:24","18:49:16:21","18:49:20:20","",""
"183","UNNAMED","599_4662.MXF.SYNC.01","","V1","00:10:14:10","00:10:17:22","00:00:03:12","16:42:04:19","16:42:08:06","","IMAGE, FRAMEFLEX"
"184","UNNAMED","599_4662.MXF.SYNC.01","","V1","00:10:17:22","00:10:27:07","00:00:09:10","16:42:11:15","16:42:21:00","","IMAGE, FRAMEFLEX"
"185","UNNAMED","599_4662.MXF.SYNC.01","","V1","00:10:27:07","00:10:31:17","00:00:04:10","16:43:06:13","16:43:10:23","","IMAGE, FRAMEFLEX"
"186","CHATGPT_IMAGE_19_DEC_2025,_10_59_57.PNG","CHATGPT IMAGE 19 DEC 2025, 10_59_57.PNG","CHATGPT IMAGE 19 DEC 2025, 10_59_57.PNG","V1","00:10:31:17","00:10:43:17","00:00:12:00","01:00:00:00","01:00:12:00","",""
"187","UNNAMED","599_4662.MXF.SYNC.01","","V1","00:10:43:17","00:10:50:19","00:00:07:02","16:42:42:11","16:42:49:13","","IMAGE, FRAMEFLEX"
"188","UNNAMED","TL_REINIER_PRINSJESDAG_2018_NOS-GNC30005VYI_0_263520.MXF","TL_REINIER_PRINSJESDAG_2018_NOS-GNC30005VYI_0_263520.MXF","V1","00:10:50:19","00:10:53:04","00:00:02:10","00:03:20:23","00:03:23:08","",""
"189","UNNAMED","TL_REINIER_PRINSJESDAG_2018_NOS-GNC30005VYI_0_263520.MXF","TL_REINIER_PRINSJESDAG_2018_NOS-GNC30005VYI_0_263520.MXF","V1","00:10:53:04","00:10:55:18","00:00:02:14","00:03:35:05","00:03:37:19","",""
"190","UNNAMED","TL_REINIER_PRINSJESDAG_2018_NOS-GNC30005VYI_0_263520.MXF","TL_REINIER_PRINSJESDAG_2018_NOS-GNC30005VYI_0_263520.MXF","V1","00:10:55:18","00:10:59:10","00:00:03:17","00:03:50:15","00:03:54:07","",""
"191","UNNAMED","TL_REINER_PRINSJESDAG_16-09-2014-WON01306979.MXF","TL_REINER_PRINSJESDAG_16-09-2014-WON01306979.MXF","V1","00:10:59:10","00:11:00:02","00:00:00:17","18:48:45:12","18:48:46:04","",""
"192","UNNAMED","TL_REINER_PRINSJESDAG_16-09-2014-WON01306979.MXF","TL_REINER_PRINSJESDAG_16-09-2014-WON01306979.MXF","V1","00:11:00:02","00:11:02:12","00:00:02:10","18:54:26:01","18:54:28:11","",""
"193","UNNAMED","TL_REINIER_DE BELASTINGDIENST DEEL 1 DE HEFFERS_VPRO-LOWRES.MP4","TL_REINIER_DE BELASTINGDIENST DEEL 1 DE HEFFERS_VPRO-LOWRES.MP4","V1","00:11:02:12","00:11:06:24","00:00:04:12","00:20:15:01","00:20:19:13","",""
"194","UNNAMED","599_4662.MXF.SYNC.01","","V1","00:11:06:24","00:11:14:23","00:00:07:24","16:47:37:01","16:47:45:00","","IMAGE, FRAMEFLEX"
"195","UNNAMED","599_4662.MXF.SYNC.01","","V1","00:11:14:23","00:11:19:09","00:00:04:11","16:47:45:00","16:47:49:11","","IMAGE, FRAMEFLEX"
"196","UNNAMED","TL_REINIER_BELASTING_BTW-MEUBELS_05-04-2010NOS_JOURNAAL_-WON00568921_79400000_79419040.MXF","TL_REINIER_BELASTING_BTW-MEUBELS_05-04-2010NOS_JOURNAAL_-WON00568921_79400000_79419040.MXF","V1","00:11:19:09","00:11:21:10","00:00:02:01","22:03:35:02","22:03:37:03","","AVX2 EFFECT, 3DWARP"
"197","UNNAMED","TL_REINIER_BELASTING_BTW-MEUBELS_05-04-2010NOS_JOURNAAL_-WON00568921_79400000_79419040.MXF","TL_REINIER_BELASTING_BTW-MEUBELS_05-04-2010NOS_JOURNAAL_-WON00568921_79400000_79419040.MXF","V1","00:11:21:10","00:11:23:23","00:00:02:13","22:03:26:09","22:03:28:22","","AVX2 EFFECT, 3DWARP"
"198","UNNAMED","TL_REINIER_BELASTING_BTW-MEUBELS_05-04-2010NOS_JOURNAAL_-WON00568921_79400000_79419040.MXF","TL_REINIER_BELASTING_BTW-MEUBELS_05-04-2010NOS_JOURNAAL_-WON00568921_79400000_79419040.MXF","V1","00:11:23:23","00:11:25:18","00:00:01:20","22:03:33:01","22:03:34:21","","AVX2 EFFECT, 3DWARP"
"199","UNNAMED","TL_REINIER_BELASTING_BTW-MEUBELS_13-04-1998JOUJOURNAAL__-HRE0004909D_4619360_4688960.MXF","TL_REINIER_BELASTING_BTW-MEUBELS_13-04-1998JOUJOURNAAL__-HRE0004909D_4619360_4688960.MXF","V1","00:11:25:18","00:11:30:09","00:00:04:16","01:17:03:12","01:17:08:03","","AVX2 EFFECT, 3DWARP"
"200","UNNAMED","TL_REINIER_BELASTING_BTW-MEUBELS_13-04-1998JOUJOURNAAL__-HRE0004909D_4619360_4688960.MXF","TL_REINIER_BELASTING_BTW-MEUBELS_13-04-1998JOUJOURNAAL__-HRE0004909D_4619360_4688960.MXF","V1","00:11:30:09","00:11:34:02","00:00:03:18","01:17:20:13","01:17:24:06","","AVX2 EFFECT, 3DWARP"
"201","UNNAMED","599_4666.MXF.SYNC.01","","V1","00:11:34:02","00:11:43:13","00:00:09:11","18:25:13:18","18:25:23:04","","IMAGE, FRAMEFLEX"
"202","UNNAMED","599_4666.MXF.SYNC.01","","V1","00:11:43:13","00:12:05:04","00:00:21:16","18:25:27:06","18:25:48:22","","IMAGE, FRAMEFLEX"
"203","UNNAMED","20140921_TL_GRATISGELD_CLEAN.MXF","20140921_TL_GRATISGELD_CLEAN.MXF","V1","00:12:05:04","00:12:10:12","00:00:05:08","00:41:28:01","00:41:33:09","",""
"204","UNNAMED","CLIP0005.MXF","CLIP0005.MXF","V1","00:12:10:12","00:12:18:23","00:00:08:11","00:03:47:11","00:03:47:12","","IMAGE, FRAMEFLEXFREEZE FRAME"
"205","UNNAMED","599_4664.MXF.SYNC.02","","V1","00:12:18:23","00:12:36:10","00:00:17:12","17:52:39:10","17:52:56:22","","IMAGE, FRAMEFLEX"
"206","UNNAMED","CLIP0006.MXF","CLIP0006.MXF","V1","00:12:36:10","00:12:43:19","00:00:07:09","00:04:45:09","00:04:52:18","","IMAGE, FRAMEFLEX"
"207","UNNAMED","CLIP0006.MXF","CLIP0006.MXF","V1","00:12:43:19","00:12:46:16","00:00:02:22","00:04:56:10","00:04:59:07","","IMAGE, FRAMEFLEX"
"208","UNNAMED","CLIP0006.MXF","CLIP0006.MXF","V1","00:12:46:16","00:12:53:03","00:00:06:12","00:05:06:21","00:05:13:08","","IMAGE, FRAMEFLEX"
"209","UNNAMED","599_4664.MXF.SYNC.02","","V1","00:12:53:03","00:13:01:11","00:00:08:08","17:53:30:05","17:53:38:13","","IMAGE, FRAMEFLEX"
"210","UNNAMED","TL_REINIER_BELASTING_ROELMAALDERINK.MP4","TL_REINIER_BELASTING_ROELMAALDERINK.MP4","V1","00:13:01:11","00:13:06:00","00:00:04:14","00:01:34:13","00:01:39:02","",""
"211","UNNAMED","TL_REINIER_BELASTING_ROELMAALDERINK.MP4","TL_REINIER_BELASTING_ROELMAALDERINK.MP4","V1","00:13:06:00","00:13:12:09","00:00:06:09","00:01:39:06","00:01:45:15","",""
"212","UNNAMED","TL_REINIER_BELASTING_ROELMAALDERINK.MP4","TL_REINIER_BELASTING_ROELMAALDERINK.MP4","V1","00:13:12:09","00:13:21:13","00:00:09:04","00:01:45:15","00:01:54:19","",""
"213","UNNAMED","599_4662.MXF.SYNC.01","","V1","00:13:21:13","00:13:46:16","00:00:25:03","17:10:29:19","17:10:54:22","","IMAGE, FRAMEFLEX"
"214","UNNAMED","599_4662.MXF.SYNC.01","","V1","00:13:46:16","00:14:22:20","00:00:36:04","17:11:07:14","17:11:43:18","","IMAGE, FRAMEFLEX"
"215","UNNAMED","599_4662.MXF.SYNC.01","","V1","00:14:22:20","00:14:47:00","00:00:24:05","17:12:12:06","17:12:36:11","","IMAGE, FRAMEFLEX"
"216","UNNAMED","599_4665.MXF.SYNC.01","","V1","00:14:47:00","00:14:58:17","00:00:11:17","18:13:04:08","18:13:16:00","","IMAGE, FRAMEFLEX"
"217","UNNAMED","599_4665.MXF.SYNC.01","","V1","00:14:58:17","00:15:12:10","00:00:13:18","18:13:24:09","18:13:38:02","","IMAGE, FRAMEFLEX"
"218","SIGNATURE_SOURCE_MOB","TL_REBRANDING MIGRATION_CLEAN VERSION,VIDEO MIXDOWN,4","","V1","00:15:12:10","00:15:15:01","00:00:02:16","00:17:38:22","00:17:41:13","",""
"219","SIGNATURE_SOURCE_MOB","TL_DE NIEUWE ELITE_CLEAN VERSION,VIDEO MIXDOWN,4","","V1","00:15:15:01","00:15:17:10","00:00:02:09","00:04:54:12","00:04:56:21","",""
"220","SIGNATURE_SOURCE_MOB","TL_SLAPEND RIJK_CLEAN VERSION,VIDEO MIXDOWN,3","","V1","00:15:17:10","00:15:20:17","00:00:03:07","00:15:13:04","00:15:16:11","",""
"221","SIGNATURE_SOURCE_MOB","TL_DE NIEUWE ELITE_CLEAN VERSION,VIDEO MIXDOWN,4","","V1","00:15:20:17","00:15:22:23","00:00:02:06","00:03:54:17","00:03:56:23","",""
"222","SIGNATURE_SOURCE_MOB","TL_DE NIEUWE ELITE_CLEAN VERSION,VIDEO MIXDOWN,4","","V1","00:15:22:23","00:15:25:24","00:00:03:01","00:09:30:01","00:09:33:02","",""
"223","UNNAMED","C6916.MP4.SYNC.02","","V1","00:15:25:24","00:15:42:24","00:00:17:00","09:33:10:01","09:33:27:01","","IMAGE, FRAMEFLEX"
"224","UNNAMED","599_4664.MXF.SYNC.02","","V1","00:15:42:24","00:16:48:07","00:01:05:08","17:59:32:06","18:00:37:14","","IMAGE, FRAMEFLEX"
"225","EXTERIOR_VIEWS_OF_THE_EUROPEAN_COMMISSION_(13_11_2019).MP4","EXTERIOR VIEWS OF THE EUROPEAN COMMISSION (13 11 2019)","","V1","00:16:48:07","00:16:52:22","00:00:04:15","00:00:17:10","00:00:22:00","","IMAGE, FRAMEFLEX"
"226","EXTERIOR_VIEWS_OF_THE_EUROPEAN_COMMISSION_(13_11_2019).MP4","EXTERIOR VIEWS OF THE EUROPEAN COMMISSION (13 11 2019)","","V1","00:16:52:22","00:16:55:23","00:00:03:01","00:00:23:05","00:00:26:06","","IMAGE, FRAMEFLEX"
"227","CHAOS_ERUPTS_AT_THE_EUROPEAN_PARLIAMENT_AS_THREE_KEY_CLIMATE_LAWS_ARE_POSTPONED.MP4","CHAOS ERUPTS AT THE EUROPEAN PARLIAMENT AS THREE KEY CLIMATE LAWS ARE POSTPONED","","V1","00:16:55:23","00:16:57:20","00:00:01:22","00:00:09:24","00:00:11:21","",""
"228","CHAOS_ERUPTS_AT_THE_EUROPEAN_PARLIAMENT_AS_THREE_KEY_CLIMATE_LAWS_ARE_POSTPONED.MP4","CHAOS ERUPTS AT THE EUROPEAN PARLIAMENT AS THREE KEY CLIMATE LAWS ARE POSTPONED","","V1","00:16:57:20","00:17:00:10","00:00:02:15","00:00:47:22","00:00:50:12","",""
"229","UNNAMED","C6917.MP4.SYNC.01","","V1","00:17:00:10","00:17:31:23","00:00:31:13","09:43:23:22","09:43:55:10","","IMAGE, FRAMEFLEX"
"230","UNNAMED","TL_REINIER_EU_BLIJDSCHAP.MP4","TL_REINIER_EU_BLIJDSCHAP.MP4","V1","00:17:31:23","00:17:38:19","00:00:06:21","00:00:43:11","00:00:46:23","",""
"231","UNNAMED","TL_REINIER_EU_BLIJDSCHAP.MP4","TL_REINIER_EU_BLIJDSCHAP.MP4","V1","00:17:38:19","00:17:47:11","00:00:08:17","00:01:14:05","00:01:18:15","",""
"232","UNNAMED","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","V1","00:17:47:11","00:17:54:00","00:00:06:14","00:02:08:15","00:02:15:04","",""
"233","UNNAMED","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","V1","00:17:54:00","00:17:57:03","00:00:03:03","00:04:29:14","00:04:32:17","",""
"234","UNNAMED","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","V1","00:17:57:03","00:18:02:01","00:00:04:23","00:04:39:15","00:04:44:13","",""
"235","UNNAMED","599_4665.MXF.SYNC.01","","V1","00:18:02:01","00:18:11:04","00:00:09:03","18:11:49:10","18:11:58:13","","IMAGE, FRAMEFLEX"
"236","UNNAMED","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","V1","00:18:11:04","00:18:21:03","00:00:09:24","00:10:29:17","00:10:39:16","",""
"237","UNNAMED","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","HUMAN_18MILJOENMENSEN_DE JORDAAN-LOWRES.MP4","V1","00:18:21:03","00:18:26:17","00:00:05:14","00:04:50:14","00:04:56:03","",""
"238","UNNAMED","599_4665.MXF.SYNC.01","","V1","00:18:26:17","00:18:35:15","00:00:08:23","18:12:20:21","18:12:29:19","","IMAGE, FRAMEFLEX"
"239","UNNAMED","599_4665.MXF.SYNC.01","","V1","00:18:35:15","00:19:10:03","00:00:34:13","18:12:29:19","18:13:04:07","","IMAGE, FRAMEFLEX"
"240","UNNAMED","599_4680.MXF","599_4680.MXF","V1","00:19:10:03","00:19:20:00","00:00:09:22","21:08:37:16","21:08:47:13","",""
