ID,Reel,Name,File Name,Track,Timecode In,Timecode Out,Duration,Source Start,Source End,Audio Channels,Comment
563,AX,what if tim.mov,what if tim.mov,V1,00:28:38:03,00:28:40:10,00:00:02:07,15:20:37:05,15:20:39:12,,
564,AX,what if aj.mov,what if aj.mov,V1,00:28:40:10,00:28:48:14,00:00:08:04,15:20:39:02,15:20:47:06,,
565,AX,what if tim.mov,what if tim.mov,V1,00:28:48:14,00:28:51:13,00:00:02:24,15:20:47:16,15:20:50:15,,
566,AX,what if aj.mov,what if aj.mov,V1,00:28:51:13,00:29:01:21,00:00:10:08,15:20:50:05,15:21:00:13,,
567,AX,what if tim.mov,what if tim.mov,V1,00:29:01:21,00:29:04:11,00:00:02:15,15:21:00:23,15:21:03:13,,
568,AX,what if aj.mov,what if aj.mov,V1,00:29:04:11,00:29:08:03,00:00:03:17,15:21:05:05,15:21:08:22,,
569,AX,what if tim.mov,what if tim.mov,V1,00:29:08:03,00:29:15:11,00:00:07:08,15:21:09:07,15:21:16:15,,
570,AX,what if aj.mov,what if aj.mov,V1,00:29:15:11,00:29:17:16,00:00:02:05,15:21:16:05,15:21:18:10,,
571,AX,what if tim.mov,what if tim.mov,V1,00:29:17:16,00:29:25:22,00:00:08:06,15:21:18:20,15:21:27:01,,
572,AX,what if aj.mov,what if aj.mov,V1,00:29:25:22,00:29:31:02,00:00:05:05,15:21:28:23,15:21:34:03,,
573,AX,what if tim.mov,what if tim.mov,V1,00:29:31:02,00:29:33:00,00:00:01:23,15:21:34:13,15:21:36:11,,
574,AX,what if aj.mov,what if aj.mov,V1,00:29:33:00,00:29:42:24,00:00:09:24,15:21:36:01,15:21:46:00,,
575,AX,WI_Brussel-EU_Nacht_EP164993-V___0_09l5ptny.mp4,WI_Brussel-EU_Nacht_EP164993-V___0_09l5ptny.mp4,V1,00:29:42:24,00:29:45:07,00:00:02:08,00:00:45:13,00:00:47:21,,
576,AX,WI_Brussel-EU_Nacht_EP164993-V___0_09l5ptny.mp4,WI_Brussel-EU_Nacht_EP164993-V___0_09l5ptny.mp4,V1,00:29:45:07,00:29:47:12,00:00:02:05,00:00:57:04,00:01:00:03,,
577,AX,WI_Brussel_Press_EUR-PARL_journalist-avond.mp4,WI_Brussel_Press_EUR-PARL_journalist-avond.mp4,V1,00:29:47:12,00:29:48:20,00:00:01:08,00:01:18:24,00:01:20:07,,
578,AX,WI_Brussel_Press_EUR-PARL_journalist-avond.mp4,WI_Brussel_Press_EUR-PARL_journalist-avond.mp4,V1,00:29:48:20,00:29:50:13,00:00:01:18,00:01:22:11,00:01:24:04,,
579,AX,WI_Brussel_Press_EUR-PARL_journalist-avond.mp4,WI_Brussel_Press_EUR-PARL_journalist-avond.mp4,V1,00:29:50:13,00:29:53:08,00:00:02:20,00:01:26:21,00:01:29:16,,
580,AX,A003C003_260204BE.MXF,A003C003_260204BE.MXF,V1,00:29:53:08,00:29:58:20,00:00:05:12,11:45:01:00,11:45:06:12,,
581,AX,A003C003_260204BE.MXF,A003C003_260204BE.MXF,V1,00:29:58:20,00:30:09:02,00:00:10:07,11:45:06:12,11:45:16:19,,
582,AX,B001C001_260204WD.MXF,B001C001_260204WD.MXF,V1,00:30:09:02,00:30:12:17,00:00:03:15,11:34:03:21,11:34:07:11,,
583,AX,CarneyDavos.mp4,CarneyDavos.mp4,V1,00:30:12:17,00:30:16:10,00:00:03:18,00:01:26:22,00:01:30:15,,
584,AX,CarneyDavos.mp4,CarneyDavos.mp4,V1,00:30:16:10,00:30:21:23,00:00:05:13,00:01:30:15,00:01:36:03,,
585,AX,CarneyDavos.mp4,CarneyDavos.mp4,V1,00:30:21:23,00:30:23:14,00:00:01:16,00:04:49:10,00:04:51:01,,
586,AX,CarneyDavos.mp4,CarneyDavos.mp4,V1,00:30:23:14,00:30:27:01,00:00:03:12,00:04:51:01,00:04:54:13,,
587,AX,CarneyDavos.mp4,CarneyDavos.mp4,V1,00:30:27:01,00:30:31:22,00:00:04:21,00:16:41:09,00:16:46:05,,
588,AX,B002C001_260204A9.MXF,B002C001_260204A9.MXF,V1,00:30:31:22,00:30:35:12,00:00:03:15,11:45:27:16,11:45:31:06,,
589,AX,A003C003_260204BE.MXF,A003C003_260204BE.MXF,V1,00:30:35:12,00:30:46:21,00:00:11:09,11:45:34:06,11:45:45:15,,
590,AX,B002C001_260204A9.MXF,B002C001_260204A9.MXF,V1,00:30:46:21,00:30:51:02,00:00:04:06,11:45:52:03,11:45:56:09,,
591,AX,A003C003_260204BE.MXF,A003C003_260204BE.MXF,V1,00:30:51:02,00:31:07:16,00:00:16:14,11:45:56:09,11:46:12:23,,
592,AX,IJSLAND1511.MXF,IJSLAND1511.MXF,V1,00:31:07:16,00:31:10:10,00:00:02:19,12:37:25:22,12:37:28:16,,
593,AX,IJSLAND1515.MXF,IJSLAND1515.MXF,V1,00:31:10:10,00:31:12:18,00:00:02:08,12:39:53:21,12:39:56:04,,
594,AX,CarneyDavos.mp4,CarneyDavos.mp4,V1,00:31:12:18,00:31:29:14,00:00:16:21,00:16:15:18,00:16:32:14,,
595,AX,IJSLAND1521.MXF,IJSLAND1521.MXF,V1,00:31:29:14,00:31:36:05,00:00:06:16,13:31:37:01,13:31:43:17,,
596,AX,IJSLAND1521.MXF,IJSLAND1521.MXF,V1,00:31:36:05,00:31:53:09,00:00:17:04,13:31:49:07,13:32:06:11,,
597,AX,IJSLAND1520.MXF,IJSLAND1520.MXF,V1,00:31:53:09,00:31:59:11,00:00:06:02,13:23:25:09,13:23:31:11,,
598,AX,IJSLAND1520.MXF,IJSLAND1520.MXF,V1,00:31:59:11,00:32:10:01,00:00:10:15,13:23:31:11,13:23:42:01,,
599,AX,IJSLAND1477.MXF,IJSLAND1477.MXF,V1,00:32:10:01,00:32:12:09,00:00:02:08,11:41:58:11,11:42:00:19,,
600,AX,IJSLAND1483.MXF,IJSLAND1483.MXF,V1,00:32:12:09,00:32:14:04,00:00:01:20,11:49:00:08,11:49:02:03,,
601,AX,IJSLAND1493.MXF,IJSLAND1493.MXF,V1,00:32:14:04,00:32:16:20,00:00:02:16,12:01:44:21,12:01:47:12,,
602,AX,IJSLAND1490.MXF,IJSLAND1490.MXF,V1,00:32:16:20,00:32:19:21,00:00:03:01,11:59:04:06,11:59:07:07,,
603,AX,IJSLAND1741.MXF,IJSLAND1741.MXF,V1,00:32:19:21,00:32:26:06,00:00:06:10,15:02:35:08,15:02:41:18,,
604,AX,C6452.MP4,C6452.MP4,V1,00:32:26:06,00:32:29:23,00:00:03:17,19:24:20:18,19:24:24:10,,
